,path,label_cll,label_fl,label_mcl,row,col
0,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,1,1
1,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,1,2
2,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,1,3
3,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,1,4
4,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,1,5
5,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,1,6
6,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,1,7
7,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,1,8
8,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,1,9
9,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,1,10
10,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,2,1
11,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,2,2
12,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,2,3
13,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,2,4
14,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,2,5
15,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,2,6
16,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,2,7
17,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,2,8
18,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,2,9
19,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,2,10
20,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,3,1
21,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,3,2
22,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,3,3
23,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,3,4
24,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,3,5
25,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,3,6
26,/home/khoenix/Desktop/HDA/lymphoma-subtype-classification/data/CLL/sj-03-852-R2_003.tif,1.0,0.0,0.0,3,7
